estandar	dialectal	whisper
Después	Después	Después
ya	ya	ya
~,	~,	ya
ya	ya	también
también	tembién	tenía
[R-Cas]	[R-Cas]	dinamita
tenían	tenían	y
dinamita	dinamita	cosas
y	y	esas,
cosas	cosas	pero...
de	de	Y
esas	esas	fue
~,	~,	la
pero	pero	gracia
~,	~,	porque
pero	pero	entonces
~…	~…	Cataluña
[OTRAS-EM]	[OTRAS-EM]	tuvo
[R-Vcs]	[R-Vcs]	la
Y	Y	infricidad
fue	fue	y
[A-PIn:	[A-PIn:	entonces
		la			la	pudo
gracia	gracia	despegar
		]			]	industrialmente
porque	porque	con
entoces	entoces	el
Cataluña	Cataluña	tema,
tuvo	tuvo	por
~…	~…	ejemplo,
electricidad	electricidad	del
[HS:E1	[HS:E1	texto,
		[Asent]			[Asent]	que
~.	~.	fue
		]			]	punter
y	y	estos
~…	~…	municipios
~,	~,	como
y	y	Tarrasa,
entoces	entoces	Sabadell,
pudo	pudo	el
despegar	despegar	texto
industrialmente	industrialmente	ocupó
con	con	igualada,
el	el	ocupó
tema	tema	durante
~,	~,	muchos
por	por	años
ejemplo	ejemplo	pues
~,	~,	muchos,
del	del	muchas
téxtil	téxtil	miles
que	que	de
~,	~,	personas,
que	que
fue	fue
~,	~,
fue	fue
~…	~…
~,	~,
fue	fue
puntero	puntero
~.	~.
[OTRAS-EM]	[OTRAS-EM]
Estos	Estos
municipios	municipios
~,	~,
como	como
Tarrasa	Tarrasa
~,	~,
Sabadell	Sabadell
~,	~,
el	el
tex-	tex-
~,	~,
el	el
téxtil	téxtil
ocupó	ocupó
Igualada	Igualada
~,	~,
ocupó	ocupó
durante	durante
muchos	muchos
años	años
pues	pues
[OTRAS-EM]	[OTRAS-EM]
muchos	muchos
~,	~,
muchas	muchas
~,	~,
miles	miles
de	de
personas	personas
~,	~,
¿~	¿~
no	no
~?	~?
~,	~,
de	de
trabajadores	trabajadores
~.	~.
[HS:E1	[HS:E1
		Ya			Ya
~,	~,
ya	ya
~.	~.
		]			]
Sí	Sí
~.	~.
