estandar	dialectal	whisper
Mira	Mira	Ahora
~,	~,	hay
ahora	ahora	una
~,	~,	romería
ahora	ahora	para
hay	hay	el
una	una	13
romería	romería	de
pa	pa	mayo
~…	~…	que
el	el	está
trece	trece	nicido,
de	de	por
~…	~…	matir
~,	~,	también
cat-	cat-	está
~,	~,
trece	trece
de	de
~,	~,
de	de
~…	~…
mayo	mayo
~,	~,
que	que
es	es
san	san
Isidro	Isidro
~,	~,
¿~	¿~
no	no
~?	~?
[HS:E	[HS:E
		[Asent]			[Asent]
~.	~.
		]			]
Ahí	Ahí
por	por
Madrid	Madrid
también	tambié
es	es
san	san
Isidro	Isidro
~,	~,
¿~	¿~
no	no
~?	~?
