estandar	dialectal	whisper
No	No	El
~,	~,	sante
no	no	no
~,	~,	se
ese	ese	sacó.
~|	~|	¿No
el	el	se
santo	santo	sacó?
no	no	Sí,
s'ha	s'ha	antes
sacao	sacao	de
~.	~.	saber
[HS:E1	[HS:E1	la
		¿~			¿~	profesión.
No	No	El
~?	~?	día
¿~	¿~	de
No	No	esto,
se	se	como
ha	ha	es
sacado	sacado	que
~?	~?	más.
		]			]	Quince
Yo	Yo	de
no	no	mayo
lo	lo	sacan
he	he	las
~,	~,
no	no
he	he
vis-	vis-
~…	~…
~,	~,
no	no
me	me
acuerdo	acuerdo
~.	~.
[HS:E1	[HS:E1
		Pero			Pero
¿~	¿~
ninguno	ninguno
~…	~…
~?	~?
		]			]
Sí	Sí
~.	~.
Antes	Antes
había	había
procesiones	procesiones
~.	~.
El	El
día	día
de	de
esto	esto
~…	~…
~,	~,
¿~	¿~
cómo	cómo
se	se
llama	llama
~?	~?
~,	~,
el	el
quince	quince
de	de
mayo	mayo
sacan	sacan
a	a
san	san
Is-	Is-
~,	~,
sacaban	sacaban
a	a
san	san
Isidro	Isidro
~.	~.
