estandar	dialectal	whisper
Sí	Sí	Sí,
~,	~,	el
[OTRAS-EM]	[OTRAS-EM]	otro
el	el	día
otro	otro	vi
día	día	una
vi	vi	vez
una	una	corrat
en	en	pequeña,
el	el	si
corral	corral	medianidad
~,	~,	y
pequeña	pequeña	se
~,	~,	me
así	así	metió
medianilla	medianilla	en
~,	~,	seguida
y	y	y
se	se	solo
me	me	die
metió	metió
enseguida	enseguida
y	y
se	se
lo	lo
dije	dije
a	a
mi	mi
hijo	hijo
~,	~,
y	y
dice	dice
~:	~:
«~	«~
Pos	Pos
no	no
sé	sé
adónde	ánde
voy	voy
a	a
mirar	mirar
~…	~…
Luego	Luego
ya	ya
se	se
saldrá	saldrá
para	para
~…	~…
por	por
ahí	ahí
~»	~»
~.	~.
