estandar	dialectal	whisper
No	No	No,
~,	~,	no,
no	no	no,
~,	~,	que
no	no	sabíamos
~.	~.	mal,
Que	Que	que
~,	~,	teníamos
que	que	gusto,
~,	~,	que
que	que	se
sabía	sabía	notaba
mal	mal	que
~,	~,	nunca
que	que	estradan
tenía	tenía	el
mal	mal
gusto	gusto
~.	~.
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
Que	Que
se	se
notaba	notaba
que	que
~,	~,
que	que
el	el
~,	~,
que	que
no	no
castraran	castraran
el	el
~,	~,
el	el
bicho	bicho
ese	ese
~.	~.
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
Sí	Sí
~.	~.
