estandar	dialectal	whisper
[HS:I3	[HS:I3	Bueno,
		La			La	como
ropa	ropa	el
limpia	limpia	cuento
[A-Nul]	[A-Nul]	de
		]			]	aquellos
Bueno	Bueno	que
~,	~,	ahora
como	como	veis
el	el	en
cuento	cuento	una
de	de	tele
aquellos	aquellos	que
que	que	están
ahora	ahora	vestidos
veis	veis	como
en	en	Urbak
la	la	tanker,
tele	tele	supposedly
que	que	en
están	están	C테ol
vestidos	vestidos
con	con
hojas	hojas
y	y
~…	~…
~,	~,
y	y
también	también
comen	comen
~…	~…
~,	~,
no	no
sé	sé
qué	qué
comen	comen
~.	~.
Y	Y
~¡~	~¡~
ay	ay
~,	~,
Dios	Dios
mío	mío
~!	~!
