estandar	dialectal	whisper
Sí	Sí	por
~,	~,	tyle
ha	ha	porque
sido	sido	no
duro	duro	me
~.	~.	invidan
[HS:E1	[HS:E1	¿un
		No			No	pao
tenga	tenga	de
usted	usted	vida?
duda	duda	mmm
~.	~.	violan
		]			]	los
Porque	Porque	montоне
~…	~…	yo
[OTRAS-EM]	[OTRAS-EM]	me
ni	ni	dios
yo	yo	que
pienso	pienso	lo
~,	~,	me
tal	tal	plea
y	y	¿Por
como	como	qué
vamos	vamos	te
de	de	no
vida	vida	speaks?
~,	~,	y
[HS:E1	[HS:E1	el
		[Asent]			[Asent]	errorio
~.	~.	hackers
		]			]
yo	yo
no	no
digo	digo
que	que
lo	lo
vea	vea
yo	yo
~,	~,
ni	ni
que	que
lo	lo
vean	vean
ustedes	ustedes
~,	~,
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
pero	pero
si	si
esto	esto
no	no
cambia	cambia
~,	~,
nos	los
vamos	vamos
a	a
ver	ver
en	en
los	los
mismos	mismos
pasos	pasos
~.	~.
