estandar	dialectal	whisper
|T14|	|T14|	Y
Sí	Sí	como
~.	~.	se
Y	Y	conocian
~…	~…	los
~,	~,	novios
y	y	y
~…	~…	eso
~,	~,	como
¿~	¿~	se
cómo	cómo	hacían
se	se	las
cono-	cono-	parejas,
~…	~…	si
~?	~?	alguien
~,	~,	le
antiguamente	antiguamente	gustaba
~,	~,	una
¿~	¿~	tica,
cómo	cómo	un
se	se	chico
conocían	conocían	como
~…	~…	era
~?	~?	lo
~,	~,	baile
los	los
novios	novios
y	y
eso	eso
~,	~,
¿~	¿~
cómo	cómo
se	se
hacían	hacían
~?	~?
~,	~,
las	las
parejas	parejas
~.	~.
Si	Si
alguien	alguien
le	le
gustaba	gustaba
a	a
una	una
chica	chica
o	o
un	un
chico	chico
~,	~,
¿~	¿~
cómo	cómo
era	era
~?	~?
En	En
los	los
bailes	bailes
~,	~,
¿~	¿~
no	no
~?	~?
