estandar	dialectal	whisper
|T18|	|T18|	y
¿~	¿~	la
Y	Y	guerra
la	la	afectó
~…	~…	mucho
~,	~,	porque
la	la	nos
guerra	guerra	han
afectó	afectó	ganado
mucho	mucho	mucho
~?	~?	de
Porque	Porque	la
~…	~…	guerra
[HS:I1	[HS:I1	y
		Muchísimo			Muchísimo	como
~.	~.	por
		]			]	hagáis
nos	nos	terminado
habla	habla	ningún
mucho	mucho
de	de
la	la
guerra	guerra
~.	~.
¿~	¿~
Y	Y
cómo	cómo
~…	~…
~,	~,
cómo	cómo
~?	~?
[HS:I1	[HS:I1
		Mucho			Mucho
~,	~,
por	por
aquí	aquí
muchísimo	muchísimo
~.	~.
		]			]
¿~	¿~
Y	Y
por	por
qué	qué
afectó	afectó
tanto	tanto
a	a
esta	esta
zona	zona
~?	~?
Bueno	Bueno
~,	~,
afectó	afectó
a	a
todas	todas
~,	~,
pero	pero
~…	~…
[HS:I1	[HS:I1
		Bueno			Bueno
~…	~…
~,	~,
		]			]
