estandar	dialectal	whisper
Pues	Pues	No
lo	lo	he
han	han	hecho
pagao	pagao
mal	mal
~,	~,
porque	porque
no	no
~…	~…
~,	~,
el	el
campo	campo
ha	ha
~,	~,
ha	ha
estao	estao
todo	todo
muy	muy
mal	mal
~.	~.
[HS:E	[HS:E
		[Asent]			[Asent]
~.	~.
		]			]
Han	Han
~,	~,
han	han
~|	~|
se	se
han	han
estao	estao
burlando	burlando
to	to
el	el
mundo	mundo
de	de
los	los
del	del
campo	campo
~,	~,
[HS:E	[HS:E
		[Asent]			[Asent]
~.	~.
		]			]
así	así
que	que
los	los
del	del
campo	campo
nada	nada
~.	~.
[HS:E	[HS:E
		[Asent]			[Asent]
~.	~.
		]			]
Ahora	Ahora
~,	~,
pues	pues
a	a
lo	lo
mejor	mejor
seguramente	seguramente
que	que
les	les
den	den
algo	algo
más	más
~,	~,
pero	pero
antes	antes
~…	~…
pues	pues
no	no
~…	~…
[HS:E	[HS:E
		[Asent]			[Asent]
~.	~.
		]			]
Ha	Ha
estao	estao
el	el
campo	campo
pues	pues
~…	~…
[A-Inn]	[A-Inn]
