estandar	dialectal	whisper
Sí	Sí	Y
hay	hay	si
~,	~,	ahí
la	la	la
peña	peña	peña
de	de	de
~|	~|	aquí
aquí	aquí	se
se	se	llama
llama	llama	Garfista
a	a	de
las	las	Agosto,
fiestas	fiestas	la
de	de	peña
agosto	agosto	no
la	la	son
peña	peña	ochaores.
Los_Sanochaores	Los_Sanochaores	La
~,	~,	reivista
que	que	mejora
ha-	ha-	algún
~,	~,	estereo
lo	lo	de
habréis	habréis	la
visto	visto	plaza
a	a	puesto.
lo	lo	Le
mejor	mejor	puede
en	en	ir
algún	algún	a
este	este	Garfista
de	de	a
la	la	los
plaza	plaza	ochaores.
puesto	puesto	¿Qué
~,	~,	es
que	que	nuestro
pone	pone	dominio
la	la	toda
fiesta	fiesta	noche?
Los_Sanochaores	Los_Sanochaores	Eso
~,	~,	es
[HS:E1	[HS:E1	nuestro
		[Asent]			[Asent]	dominio
~.	~.	toda
		]			]	noche,
que	que	¿qué
no	no	es
es	es	esto?
dormir	dormir	Hasta
en	en	que
toa	toa	el
la	la	cuerpo
noche	noche	aguanta.
~.	~.	Pero
Eso	Eso	son
es	es	ocho
no	no	diez
dormir	dormir	días
en	en	y
to	to	la
la	la	gente
noche	noche	no
~,	~,	se
to	to	gopa
la	la	aguanta.
noche	noche	Va
por	por	a
áhi	áhi	ser
de	de	laje
fiesta	fiesta	a
~,	~,	seguir
hasta	hasta
que	que
el	el
cuerpo	cuerpo
aguanta	aguanta
~,	~,
pero	pero
son	son
ocho	ocho
o	o
diez	diez
días	días
y	y
la	la
gente	gente
no	no
sé	sé
cómo	cómo
puede	pue
aguantar	aguantar
~,	~,
pero	pero
bueno	bueno
~.	~.
