estandar	dialectal	whisper
|T14|	|T14|	Zolh
[A-Pau:	[A-Pau:	oh
		Nos			Nos	es
interena-	interena-	nuevo
~,	~,	Yo
nos	nos	no
~,	~,	tengo
[TOS]	[TOS]	detalles
perdón	perdón	porque
~,	~,	vengo
nos	nos	que가
interesaría	interesaría	por
también	también	favor
saber	saber	haremos
~…	~…	saben
~,	~,	He원
usted	usted	A
~,	~,	devices
[OTRAS-EM]	[OTRAS-EM]	stimulus
¿~	¿~
cómo	cómo
conoció	conoció
a	a
su	su
marido	marido
~?	~?
Es	Es
decir	decir
~,	~,
¿~	¿~
cómo	cómo
se	se
conocían	conocían
antes	antes
las	las
parejas	parejas
~?	~?
Tenían	Tenían
así	así
[OTRAS-EM]	[OTRAS-EM]
		]			]
[HS:I1	[HS:I1
		Ay			Ay
~,	~,
mira	mira
~,	~,
es	es
muy	muy
bonito	bonito
~.	~.
		]			]
[A-Pau:	[A-Pau:
		bailes			bailes
~…	~…
		]			]
