estandar	dialectal	whisper
Y	Y	Tienes
ahora	ahora	un
[HS:I1	[HS:I1	rato
		Éramos			Éramos	y
muchos	muchos	una
de	de	chica
familia	familia	demandada.
~.	~.	¿Ah,
		]			]	bonito?
enseguida	enseguida	No,
[A-PIn:	[A-PIn:	no,
		que			que	no.
cumplen	cumplen	No,
		]			]	no.
los	los	No,
dieciocho	dieciocho
años	años
~,	~,
un	un
coche	coche
~.	~.
Cada	Cada
uno	uno
[HS:E1	[HS:E1
		Hombre			Hombre
~,	~,
claro	claro
~.	~.
		]			]
[A-Inn]	[A-Inn]
cuatro	cuatro
en	en
la	la
casa	casa
~,	~,
cuatro	cuatro
coches	coches
~.	~.
