estandar	dialectal	whisper
[R-Grb]	[R-Grb]	para
Trabajamos	Trabajamos	dar
en	en	un
distintas	distintas	par
universidades	universidades	de
~.	~.	dos
Estas	Estas	dos
chicas	chicas	dos
son	son	dosos
estudiantes	estudiantes	algunos
~…	~…	de
[HS:I1	[HS:I1	las
		No			No	dos
~,	~,	pasajistas
lo	lo	entendemos
digo	digo	igual
porque	porque	que
un	un	hoje
sobrino	sobrino	a
mío	mío	las
 	 	dos
 	 	dos
 	 	dos
 	 	dos
 	 	dosos
 	 	los
 	 	hermanos
 	 	y
 	 	los
 	 	hermanosarrass
 	 	kuin
 	 	a
 	 	las
 	 	dos
 	 	dos
 	 	dos
 	 	doseros
 	 	uno
 	 	a
 	 	dos
 	 	dos
