estandar	dialectal	whisper
[V-Ljn]	[V-Ljn]	Este
¿~	¿~	guerrero,
O	O	usted
usted	usted	también
querría	querría	se
~?	~?	quiere.
O	O	¿Qué
usted	usted	ha
también	también	caído,
si	si	Murjardo?
quiere	quiere	¿No,
~,	~,
¿~	¿~
o	o
~…	~…
~?	~?
[V-Ljn]	[V-Ljn]
[HS:IE	[HS:IE
		Yo			Yo
es	es
que	que
estoy	estoy
muy	muy
sordo	sordo
~.	~.
		]			]
Bueno	Bueno
~,	~,
pues	pues
seguimos	seguimos
aquí	aquí
~,	~,
pero	pero
lo	lo
malo	malo
es	es
que	que
como	como
pasan	pasan
coches	coches
~…	~…
pues	pues
si	si
~…	~…
[R-Vcs]	[R-Vcs]
