estandar	dialectal	whisper
Esos	Esos	넣os
ya	ya	Because
son	son	Ya
[HS:I1	[HS:I1	habría
		Es			Es	comprado
pa	pa	de
hacer	hacer	corridors
pastas	pastas	Ya
~.	~.	habría
		]			]	unp
ya	ya	ubiquizo
compraos	compraos	Nos
~,	~,	encontramos
ya	ya	pasta
de	de	durante
Perihuela	Perihuela	vacías
~,	~,	nos
ya	ya	Vanessa
es	es	y
otra	otra	Gran
cosa	cosa	Arrollos
~.	~.	Dor
[HS:I1	[HS:I1	Mint
		Y			Y	venltry
hacíamos	hacíamos	Savar
pastas	pastas	Burya
~,	~,	en
mazapán	mazapán	el
~…	~…	hornoバrya
		]			]	bien
Pero	Pero	Merían
antes	antes	ha
lo	lo	sido
hacían	hacían	que
así	así	ll
~,	~,	Ponía
grande	grande
~,	~,
redondo	redondo
~.	~.
Ah	Ah
~,	~,
las	las
metían	metían
yo	yo
no	no
sé	sé
cuántos	cuántos
[A-Inn]	[A-Inn]
de	de
urces	urces
~,	~,
se	se
iban	iban
al	al
monte	monte
a	a
cortarlas	cortarlas
~,	~,
[HS:I3	[HS:I3
		Que			Que
estoy	estoy
hablando	hablando
ahora	ahora
con	con
esa	esa
señora	señora
~.	~.
		]			]
y	y
desque	desque
estaba	estaba
[HS:I3	[HS:I3
		Diles			Diles
tú	tú
algo	algo
~,	~,
diles	diles
tú	tú
algo	algo
~.	~.
		]			]
arrojadico	arrojadico
~,	~,
se	se
barría	barría
bien	bien
el	el
horno	horno
con	con
un	un
~…	~…
[HS:I3	[HS:I3
		¿~			¿~
No	No
quieres	quieres
saber	saber
cómo	cómo
se	se
llama	llama
~?	~?
[A-Inn]	[A-Inn]
		]			]
Un	Un
varale	varale
~,	~,
un	un
trapo	trapo
~,	~,
se	se
barría	barría
bien	bien
~,	~,
y	y
luego	luego
ya	ya
se	se
metían	metían
las	las
hogazas	hogazas
~.	~.
