estandar	dialectal	whisper
Aguardiente	Aguardiente	Aguardíte
fuerte	fuerte	fuerte.
y	y	Y
luego	luego	luego
después	después	echamos
[HS:I2	[HS:I2	de
		Yo			Yo	esas
le	le	papeletas.
echo	echo	¿Cómo
anís	anís	se
~.	~.	llama
		]			]	las
y	y
luego	luego
después	después
~,	~,
eh	eh
~,	~,
luego	luego
echamos	echamos
de	de
esas	esas
papeletas	papeletas
[HS:I2	[HS:I2
		Y			Y
si	si
tengo	tengo
manzanas	manzanas
o	o
de	de
ese	ese
licor	licor
		]			]
¿~	¿~
Cómo	Cómo
se	se
llaman	llaman
las	las
papeletas	papeletas
~?	~?
